38	604	5 
38	382	2 
39	215	4 
39	698	4 
39	58	4 
40	451	0 
40	676	2 
40	732	5 
40	17	1 
40	301	2 
40	555	3 
41	49	0 
41	358	2 
41	292	0 
41	465	3 
41	619	5 
42	341	1 
42	576	1 
42	828	4 
42	907	3 
42	675	1 
42	93	0 
42	294	0 
42	124	0 
42	905	5 
42	448	4 
42	184	2 
43	343	2 
43	299	4 
43	557	0 
44	552	3 
44	607	1 
44	146	2 
44	422	0 
44	772	1 
44	630	5 
44	830	1 
44	378	0 
45	618	0 
46	797	3 
46	129	4 
46	804	5 
47	779	2 
47	701	4 
47	643	3 
47	459	4 
47	511	3 
47	458	0 
47	525	1 
47	621	0 
47	679	3 
48	845	1 
48	454	4 
48	534	1 
48	373	4 
48	309	5 
48	862	5 
49	504	4 
49	510	5 
49	617	2 
49	147	4 
49	184	3 
49	696	2 
49	49	2 
49	212	0 
49	669	0 
49	308	0 
50	194	5 
50	828	0 
50	692	3 
50	705	1 
50	853	3 
51	52	4 
51	724	4 
51	378	2 
51	155	5 
51	571	4 
52	423	1 
52	571	3 
52	626	2 
52	163	5 
52	851	3 
52	852	4 
52	249	3 
52	770	2 
53	14	0 
53	412	1 
53	271	3 
53	279	1 
53	72	5 
53	810	0 
53	541	3 
53	912	2 
53	637	2 
54	886	4 
54	248	2 
54	44	3 
55	472	5 
55	673	0 
55	667	1 
55	305	5 
55	890	0 
56	315	4 
56	456	2 
56	325	5 
57	403	3 
57	274	3 
57	302	4 
57	111	1 
57	486	1 
57	102	1 
57	643	1 
58	815	1 
58	384	1 
58	171	1 
58	639	3 
58	705	5 
58	582	5 
58	87	2 
58	604	2 
58	631	4 
58	712	0 
58	330	1 
59	915	2 
59	865	5 
59	860	4 
59	748	2 
59	554	2 
59	395	3 
59	404	3 
59	95	1 
59	436	5 
59	465	0 
60	739	1 
60	419	3 
60	733	1 
60	887	3 
60	254	0 
60	183	2 
60	243	5 
60	751	3 
60	280	1 
60	724	3 
60	778	3 
61	757	2 
61	573	1 
61	607	0 
61	754	2 
62	347	2 
62	559	5 
62	597	5 
62	91	5 
62	414	3 
62	167	1 
63	565	2 
63	330	2 
63	295	5 
63	634	0 
63	465	0 
63	635	4 
63	776	2 
63	489	5 
63	291	5 
64	585	3 
64	258	3 
64	412	2 
64	691	4 
64	454	2 
64	14	4 
64	841	5 
64	76	2 
65	833	1 
65	218	5 
65	462	0 
65	195	3 
65	673	1 
65	533	4 
65	234	2 
66	565	5 
66	305	1 
66	71	5 
66	183	3 
66	626	1 
66	86	0 
66	548	1 
66	884	1 
66	713	4 
66	31	0 
67	504	2 
67	225	0 
67	911	4 
67	650	1 
67	818	1 
67	653	1 
67	244	5 
67	581	2 
67	769	3 
67	206	1 
68	386	3 
68	317	5 
68	698	2 
68	592	4 
68	272	4 
68	748	5 
69	275	4 
69	899	0 
69	436	3 
70	60	0 
70	261	0 
70	98	5 
70	114	1 
70	810	3 
70	542	0 
70	169	2 
70	598	4 
71	779	1 
72	720	4 
72	475	5 
72	2	2 
72	167	5 
73	589	1 
73	143	3 
73	99	1 
73	247	3 
73	374	3 
73	905	4 
73	325	1 
74	363	5 
74	103	5 
74	17	0 
74	885	0 
74	780	1 
74	709	1 
74	162	5 
74	418	3 
74	551	2 
75	630	1 
75	864	0 
75	87	4 
75	546	0 
76	203	5 
76	742	2 
76	454	4 
76	511	5 
76	400	1 
76	120	1 
76	833	3 
76	197	2 
76	767	2 
77	824	0 
77	501	3 
77	177	3 
77	94	3 
77	802	1 
77	709	0 
78	623	2 
78	164	3 
78	670	3 
78	29	4 
78	600	5 
78	121	1 
78	909	0 
78	238	2 
78	161	3 
78	279	3 
79	9	3 
79	809	5 
79	840	4 
79	922	4 
80	514	0 
80	667	1 
80	823	5 
80	109	5 
80	146	3 
80	710	5 
80	486	2 
80	567	1 
80	191	1 
80	625	3 
80	142	0 
81	230	4 
81	191	1 
81	280	5 
81	112	2 
81	889	5 
81	704	1 
81	764	0 
81	588	0 
81	155	1 
82	450	0 
82	464	4 
82	221	1 
82	222	2 
82	92	3 
82	579	2 
82	462	4 
82	600	3 
83	461	3 
83	281	2 
83	481	0 
83	686	0 
83	309	2 
83	138	1 
84	769	0 
84	518	1 
84	508	5 
84	706	4 
84	338	0 
84	786	0 
84	594	2 
85	332	3 
85	537	3 
85	180	5 
85	462	5 
86	56	5 
86	756	4 
86	680	5 
86	834	0 
86	143	2 
86	402	1 
87	52	1 
87	435	0 
87	557	4 
87	778	1 
87	726	0 
87	111	2 
87	17	0 
88	61	2 
88	754	5 
88	321	4 
88	807	0 
88	309	1 
89	902	5 
89	780	3 
89	58	5 
89	143	2 
89	236	0 
89	510	5 
89	804	5 
90	730	4 
90	345	2 
90	543	5 
90	675	2 
90	722	3 
90	362	0 
90	36	2 
90	677	2 
90	425	5 
90	546	3 
90	360	0 
90	144	4 
90	438	5 
91	610	1 
91	312	5 
91	136	3 
91	74	4 
91	888	5 
91	376	1 
91	184	2 
92	700	4 
92	676	4 
92	625	5 
92	906	1 
92	5	2 
92	208	3 
92	103	3 
92	322	5 
93	479	4 
93	840	2 
93	597	3 
94	912	2 
94	419	3 
94	671	1 
95	232	2 
95	627	3 
95	703	4 
95	204	4 
95	879	5 
96	8	5 
97	275	1 
97	409	4 
97	527	5 
97	333	1 
97	356	4 
97	480	5 
98	921	0 
98	121	5 
98	113	3 
98	671	5 
98	219	1 
98	889	4 
98	195	3 
98	202	3 
98	887	5 
98	328	4 
98	791	0 
99	702	0 
100	466	1 
100	925	2 
100	224	3 
100	18	4 
100	23	0 
101	776	4 
101	738	5 
101	527	5 
102	539	1 
102	453	3 
102	452	0 
102	252	4 
103	248	5 
104	486	5 
104	299	5 
105	900	4 
105	799	3 
105	332	5 
105	127	4 
105	197	5 
105	450	2 
105	690	4 
106	354	5 
106	580	4 
106	782	5 
106	186	2 
106	547	2 
106	214	2 
107	902	1 
108	885	5 
108	546	1 
108	803	5 
108	862	4 
108	75	4 
108	907	1 
108	199	1 
109	237	5 
109	149	1 
109	856	0 
109	68	1 
110	618	2 
110	151	1 
110	76	2 
111	179	3 
111	45	4 
111	530	4 
111	774	2 
112	110	4 
112	268	1 
112	239	1 
112	692	1 
112	892	2 
113	139	4 
113	89	3 
113	63	2 
113	317	0 
113	740	5 
114	180	1 
114	689	0 
114	574	0 
114	354	1 
114	815	0 
114	517	3 
114	508	2 
114	246	3 
114	592	5 
114	34	5 
114	900	0 
115	431	4 
115	269	1 
115	713	4 
116	76	5 
116	512	0 
117	321	3 
117	652	0 
117	717	5 
117	21	5 
117	181	3 
117	906	1 
117	147	2 
118	685	5 
118	880	3 
118	464	2 
118	820	1 
119	245	0 
119	815	3 
119	303	1 
120	182	2 
120	842	2 
120	493	0 
121	318	5 
121	308	1 
121	14	3 
121	706	4 
122	647	1 
122	121	1 
122	497	1 
122	782	5 
122	554	0 
122	12	5 
122	93	2 
122	682	5 
123	667	3 
123	443	4 
123	583	4 
123	442	1 
123	112	1 
123	194	2 
123	535	4 
123	709	5 
123	923	0 
124	471	1 
124	465	0 
124	306	1 
124	20	1 
124	830	2 
124	516	0 
124	142	0 
124	618	2 
125	912	2 
125	712	0 
125	291	5 
125	79	1 
126	315	3 
126	751	3 
126	477	3 
126	367	0 
126	830	0 
126	915	4 
126	261	1 
126	373	0 
127	891	0 
127	28	5 
127	892	2 
127	626	5 
128	402	1 
128	647	0 
128	653	5 
128	193	2 
128	36	3 
128	100	2 
128	844	3 
129	356	3 
129	253	5 
129	563	5 
129	376	2 
129	490	3 
130	36	1 
130	611	1 
130	363	0 
130	812	1 
130	32	5 
130	620	2 
130	878	1 
130	134	2 
130	92	2 
130	632	4 
130	462	2 
131	328	3 
131	393	1 
131	408	4 
132	895	3 
132	924	5 
132	70	3 
132	77	5 
132	410	5 
132	743	4 
132	688	2 
132	844	2 
132	760	5 
133	842	4 
133	509	4 
133	845	5 
134	335	0 
134	353	3 
134	244	0 
134	627	5 
134	149	2 
134	561	0 
135	531	3 
135	879	3 
136	727	3 
136	371	2 
136	149	5 
136	451	3 
137	470	1 
137	458	2 
137	255	3 
137	130	2 
137	625	3 
137	455	5 
137	901	5 
138	697	3 
138	388	2 
138	907	1 
138	269	5 
138	602	5 
139	310	1 
139	28	1 
139	346	5 
139	424	2 
139	686	3 
139	599	5 
140	741	4 
140	890	4 
140	237	1 
140	284	1 
141	273	5 
141	803	1 
141	111	3 
141	499	0 
141	869	2 
142	899	1 
142	659	2 
142	487	0 
142	185	0 
142	638	1 
143	421	4 
143	432	1 
143	765	1 
143	430	1 
143	741	4 
143	256	2 
143	469	4 
143	389	5 
144	445	3 
144	907	5 
144	828	5 
144	350	0 
144	15	0 
144	651	1 
144	252	0 
145	816	5 
145	445	0 
145	183	3 
145	26	5 
145	323	0 
146	782	1 
146	807	1 
146	328	4 
147	921	3 
147	484	3 
147	351	2 
147	710	0 
147	398	4 
147	879	0 
148	191	0 
149	67	5 
149	6	5 
149	214	3 
149	788	2 
149	782	4 
150	614	5 
150	330	3 
150	350	2 
150	649	5 
150	401	2 
150	229	3 
150	47	5 
150	210	3 
151	71	2 
151	873	4 
151	569	1 
151	880	5 
151	639	5 
151	731	0 
151	481	1 
151	512	5 
152	32	4 
153	553	3 
153	793	3 
153	266	1 
153	327	2 
153	232	4 
153	693	2 
154	619	4 
154	473	0 
154	605	5 
154	392	2 
154	914	4 
154	913	5 
154	434	4 
154	250	4 
155	95	3 
155	890	2 
156	792	4 
156	360	2 
156	31	4 
156	870	0 
156	288	1 
156	799	0 
156	746	3 
156	87	5 
156	116	4 
156	286	2 
157	347	4 
157	900	2 
157	533	0 
157	45	0 
157	33	3 
158	216	5 
158	576	4 
158	613	3 
158	308	5 
158	534	4 
158	500	1 
158	257	0 
158	834	5 
158	720	1 
158	229	0 
159	185	5 
159	352	1 
159	848	2 
159	521	5 
159	215	0 
159	588	0 
159	267	3 
159	187	0 
160	56	4 
160	120	4 
160	309	0 
161	613	1 
161	586	4 
161	716	2 
162	605	3 
162	205	3 
162	641	5 
162	630	3 
162	593	3 
163	258	2 
163	247	4 
163	800	3 
163	435	1 
163	41	2 
163	680	4 
163	699	1 
164	153	1 
164	189	1 
164	8	4 
164	877	5 
164	167	5 
164	128	0 
165	397	3 
165	687	1 
165	890	1 
165	635	1 
165	842	0 
165	772	3 
165	523	5 
165	766	4 
166	604	2 
166	363	0 
166	9	3 
166	232	4 
166	532	0 
166	655	4 
166	562	1 
167	662	2 
167	267	3 
168	165	0 
168	761	2 
168	19	2 
168	922	1 
168	322	4 
168	592	3 
168	640	5 
169	581	4 
169	90	3 
169	96	3 
170	868	4 
170	574	2 
170	921	0 
170	912	5 
170	289	3 
171	323	4 
171	463	4 
171	259	2 
171	75	2 
171	620	3 
171	712	1 
172	565	3 
172	121	0 
172	322	4 
172	670	3 
172	697	4 
172	322	1 
172	191	3 
173	18	4 
173	747	1 
173	142	1 
173	922	0 
174	506	3 
174	170	2 
174	889	2 
174	852	2 
174	634	4 
175	540	5 
175	44	2 
175	581	1 
175	611	1 
175	343	4 
175	589	1 
176	322	2 
176	201	3 
177	780	1 
177	429	2 
177	808	1 
177	688	3 
178	693	3 
178	278	1 
178	849	2 
178	58	1 
178	811	1 
178	867	4 
179	164	3 
179	499	1 
179	101	3 
179	359	5 
179	442	4 
179	560	3 
180	536	0 
180	614	5 
180	255	3 
180	49	5 
181	259	2 
181	171	4 
182	320	1 
182	708	4 
182	520	2 
182	524	0 
182	565	1 
182	705	5 
182	493	5 
182	359	2 
183	788	3 
183	659	2 
183	221	5 
183	318	1 
183	277	5 
183	743	2 
183	585	4 
183	631	1 
184	576	3 
184	709	1 
184	422	3 
184	583	0 
184	389	4 
184	456	3 
185	470	0 
185	317	5 
185	872	0 
186	225	0 
186	255	5 
186	580	0 
186	312	3 
186	161	5 
186	829	5 
187	13	0 
187	103	5 
187	605	5 
187	388	1 
187	327	5 
188	172	3 
188	157	1 
188	755	5 
188	872	0 
188	870	3 
188	554	1 
189	399	3 
189	626	4 
189	243	4 
189	158	3 
189	809	4 
189	597	5 
189	24	2 
189	693	0 
189	92	3 
189	263	2 
189	647	3 
189	182	1 
189	62	2 
189	690	3 
190	157	2 
190	111	1 
190	470	4 
190	368	0 
190	223	5 
191	160	0 
191	53	2 
191	140	5 
191	435	5 
191	439	3 
192	9	4 
192	549	3 
192	10	4 
193	910	1 
193	698	0 
193	513	2 
194	595	2 
194	352	5 
194	543	1 
194	565	3 
194	340	3 
194	582	4 
194	810	1 
194	351	2 
194	675	5 
194	418	3 
194	838	5 
195	424	5 
196	737	3 
196	790	0 
196	760	0 
196	801	0 
196	111	5 
196	509	2 
197	374	2 
197	193	4 
197	126	2 
197	925	0 
197	379	4 
197	773	1 
198	363	4 
198	311	3 
198	658	2 
199	132	5 
199	148	5 
200	280	5 
200	507	2 
200	194	2 
200	405	1 
200	411	1 
200	476	1 
201	752	2 
201	706	0 
201	436	3 
201	770	5 
201	177	1 
202	63	1 
202	125	3 
203	739	4 
203	606	4 
203	363	0 
203	394	2 
203	613	0 
203	136	3 
203	236	5 
203	230	1 
203	292	1 
203	203	1 
204	273	0 
204	910	1 
204	797	1 
204	409	2 
205	367	5 
205	575	1 
205	910	3 
205	88	4 
205	787	4 
205	37	3 
205	86	4 
205	530	1 
206	397	2 
206	113	0 
206	699	1 
207	642	4 
207	474	5 
208	637	4 
208	445	5 
208	722	3 
208	119	4 
208	750	3 
209	496	3 
209	230	5 
209	858	0 
209	219	4 
209	859	2 
209	643	0 
210	192	1 
210	162	2 
210	222	5 
210	23	3 
210	611	4 
210	194	2 
210	803	5 
211	127	0 
211	86	3 
211	152	3 
211	896	3 
211	381	3 
212	678	3 
212	327	4 
212	483	5 
213	285	2 
213	387	2 
213	821	3 
213	555	0 
213	178	3 
213	896	2 
213	443	0 
213	570	3 
213	872	0 
214	377	4 
214	165	3 
215	616	1 
215	458	3 
215	700	4 
215	120	4 
215	10	1 
215	806	5 
215	391	5 
215	34	5 
215	794	4 
216	282	4 
216	436	3 
216	45	0 
216	112	5 
216	809	2 
216	539	1 
216	43	4 
216	253	0 
216	332	5 
217	198	4 
217	213	0 
218	693	2 
218	692	5 
218	152	4 
218	575	1 
218	724	0 
218	920	2 
218	511	4 
218	375	0 
218	26	4 
218	270	5 
218	59	3 
219	770	3 
219	515	2 
219	154	5 
219	815	5 
220	590	2 
220	851	1 
220	148	1 
220	194	2 
220	16	4 
220	80	1 
220	883	0 
220	695	2 
220	77	3 
221	729	3 
221	193	4 
221	640	0 
222	841	4 
222	52	0 
222	709	0 
223	543	0 
224	161	0 
224	834	2 
224	772	2 
224	604	5 
224	639	0 
225	492	3 
225	266	3 
225	807	0 
226	277	2 
226	621	0 
226	26	2 
226	322	5 
226	458	1 
226	319	5 
226	878	2 
226	790	1 
226	268	0 
227	657	3 
227	145	3 
227	894	4 
227	512	0 
227	235	0 
227	411	0 
227	787	1 
227	98	1 
227	630	4 
227	577	5 
227	559	3 
227	512	5 
227	821	4 
227	192	0 
227	214	5 
228	808	2 
228	805	3 
228	159	0 
228	781	2 
228	270	3 
228	268	4 
228	441	4 
228	133	5 
229	685	1 
229	36	0 
230	129	2 
230	742	2 
230	390	1 
230	429	3 
231	88	3 
231	427	2 
231	565	3 
232	214	2 
232	402	0 
233	621	4 
233	349	2 
233	794	4 
233	284	4 
233	823	0 
233	652	5 
233	119	0 
233	114	3 
234	93	4 
234	808	5 
234	237	4 
234	476	5 
234	246	4 
234	475	3 
234	760	4 
235	275	3 
235	429	3 
235	767	2 
235	338	1 
235	719	2 
235	757	2 
235	46	4 
235	18	3 
235	750	0 
236	388	0 
236	877	1 
236	614	3 
236	831	2 
236	670	3 
236	475	0 
236	135	5 
236	862	3 
236	73	5 
236	759	5 
236	159	3 
236	89	4 
236	99	3 
236	876	1 
237	465	4 
237	387	5 
237	204	5 
238	787	5 
238	421	5 
238	121	5 
238	641	1 
238	223	1 
238	688	0 
239	773	5 
239	757	4 
239	798	5 
239	817	2 
239	708	4 
239	586	4 
239	687	3 
239	349	4 
240	225	2 
240	230	0 
240	820	0 
240	380	0 
240	878	0 
241	390	4 
241	189	0 
241	890	2 
241	41	0 
241	599	5 
241	233	1 
241	522	5 
241	720	2 
241	71	3 
242	255	5 
242	103	3 
242	534	0 
242	755	1 
242	71	0 
242	405	4 
242	785	5 
242	202	2 
243	100	3 
243	136	5 
243	598	4 
243	731	3 
243	627	2 
243	170	1 
243	689	5 
243	780	3 
244	696	0 
244	86	4 
244	213	0 
244	154	0 
244	360	4 
244	913	0 
244	919	0 
244	389	3 
245	746	3 
245	677	2 
245	325	1 
245	327	4 
245	221	3 
245	254	3 
245	160	4 
245	468	0 
245	533	1 
245	112	1 
246	401	3 
246	45	1 
246	896	0 
247	810	4 
247	415	0 
247	146	2 
247	573	4 
247	731	0 
247	58	4 
248	798	2 
248	81	4 
248	27	4 
249	670	4 
249	315	4 
249	169	1 
249	195	0 
249	525	0 
249	857	2 
249	433	1 
249	662	1 
250	699	2 
250	421	1 
250	99	5 
251	399	3 
251	484	3 
251	909	5 
252	504	0 
252	560	4 
252	481	2 
252	799	0 
252	807	5 
252	548	5 
252	448	3 
252	606	0 
252	317	0 
252	451	0 
252	583	0 
252	111	5 
253	643	1 
253	227	0 
253	384	0 
253	280	3 
253	820	4 
253	298	2 
253	771	1 
253	194	3 
253	71	3 
254	91	0 
254	574	2 
255	141	0 
255	524	4 
255	564	2 
255	10	2 
255	463	0 
256	411	4 
256	5	2 
257	796	5 
257	859	4 
257	350	3 
257	418	1 
257	90	2 
257	161	2 
258	718	4 
258	661	2 
258	537	2 
259	787	5 
259	892	3 
259	210	5 
259	74	4 
259	390	2 
259	127	0 
259	97	0 
260	682	3 
260	153	5 
260	699	1 
260	386	1 
260	513	2 
260	785	5 
260	232	5 
260	483	0 
261	871	1 
261	737	5 
261	77	1 
261	403	0 
261	71	1 
261	141	5 
261	59	5 
262	705	0 
262	784	4 
262	359	2 
262	159	3 
262	258	0 
262	723	1 
262	18	4 
262	355	5 
263	504	0 
263	873	3 
263	749	1 
263	149	3 
264	509	4 
264	280	5 
264	587	5 
264	546	5 
264	797	4 
264	4	0 
264	496	3 
264	530	0 
264	622	0 
265	494	5 
265	133	4 
265	432	3 
265	439	0 
266	873	3 
266	456	5 
266	727	2 
266	200	1 
266	11	5 
266	72	4 
266	791	3 
266	256	1 
267	388	4 
267	385	1 
267	250	5 
268	661	2 
268	30	2 
268	843	4 
268	897	5 
268	359	4 
269	690	1 
269	523	3 
269	343	5 
269	569	5 
270	776	1 
270	819	1 
270	131	4 
271	586	1 
271	880	3 
272	25	1 
272	205	3 
272	27	3 
272	902	0 
272	278	5 
272	629	1 
272	353	0 
272	744	2 
272	51	5 
272	590	4 
272	717	3 
273	816	0 
273	653	0 
273	557	0 
274	39	1 
274	842	3 
274	920	0 
274	289	0 
275	631	4 
275	515	1 
275	739	2 
275	138	5 
275	236	3 
275	90	2 
275	522	2 
275	790	1 
275	155	4 
275	332	0 
275	35	5 
275	38	1 
275	525	5 
275	276	1 
275	809	5 
276	240	4 
276	838	5 
276	834	3 
277	919	4 
277	156	3 
277	901	0 
277	909	0 
277	427	4 
277	309	3 
278	686	3 
278	89	1 
278	442	1 
278	429	0 
278	698	0 
278	145	5 
278	483	5 
278	473	4 
278	727	4 
279	388	1 
279	384	1 
279	330	2 
279	315	4 
279	775	0 
279	36	0 
280	13	5 
280	200	1 
280	837	1 
280	788	5 
280	148	0 
280	527	1 
280	809	2 
280	651	0 
280	878	2 
281	298	3 
281	527	5 
281	716	4 
281	575	3 
281	738	5 
282	725	5 
282	13	2 
282	84	4 
282	240	1 
282	10	1 
282	428	4 
282	730	5 
282	425	0 
282	16	3 
283	832	1 
283	874	4 
283	557	2 
283	453	4 
283	97	1 
284	87	1 
284	51	0 
284	638	3 
285	156	2 
285	728	3 
285	628	2 
285	332	4 
286	337	5 
286	624	1 
286	762	4 
286	862	0 
286	330	2 
286	358	1 
286	659	3 
287	365	2 
287	268	4 
287	273	5 
287	834	1 
287	218	5 
287	59	3 
288	275	0 
288	253	2 
288	793	2 
288	163	4 
288	665	3 
288	520	0 
288	723	5 
289	863	2 
289	51	3 
289	829	3 
289	295	2 
289	843	4 
289	313	2 
289	570	0 
289	581	5 
289	835	5 
290	560	2 
290	517	5 
290	113	4 
290	398	0 
290	492	2 
290	736	5 
290	304	1 
290	53	2 
290	246	1 
290	814	4 
290	714	5 
291	691	5 
291	383	5 
291	853	3 
291	372	4 
291	829	1 
292	678	4 
292	377	4 
292	85	1 
292	643	5 
292	63	5 
292	388	5 
292	602	0 
292	646	5 
292	893	2 
292	294	4 
293	54	4 
293	377	1 
293	817	3 
293	811	1 
293	737	5 
294	916	5 
294	375	4 
294	491	3 
294	879	0 
294	515	2 
294	354	4 
294	900	1 
294	304	5 
295	127	1 
295	270	2 
295	131	3 
295	877	5 
296	853	4 
296	388	3 
296	34	1 
296	788	4 
296	30	5 
296	820	2 
297	387	3 
297	427	3 
298	820	2 
299	541	3 
299	874	2 
299	775	1 
299	458	2 
299	98	0 
300	492	0 
300	583	1 
300	393	0 
300	353	0 
300	252	1 
300	809	0 
300	711	0 
300	275	4 
300	195	5 
300	493	0 
301	887	2 
301	633	0 
302	193	2 
302	410	2 
302	198	0 
302	215	2 
302	176	4 
302	657	4 
303	828	1 
303	108	2 
303	897	3 
303	215	1 
303	288	3 
303	42	0 
303	718	1 
303	634	1 
304	503	0 
304	119	0 
304	791	5 
304	724	0 
304	468	0 
304	770	2 
304	2	4 
304	470	4 
304	221	4 
304	403	4 
304	96	3 
304	624	1 
305	252	5 
305	378	2 
305	693	1 
305	278	3 
305	53	2 
305	849	1 
306	173	4 
306	782	0 
306	207	0 
306	817	3 
306	695	5 
306	250	1 
306	141	5 
307	363	0 
307	18	0 
307	646	0 
307	872	5 
307	355	5 
307	56	3 
307	828	5 
307	796	0 
308	913	0 
309	868	0 
309	469	4 
309	484	3 
309	501	0 
309	90	4 
310	65	4 
310	882	2 
310	365	3 
310	641	1 
310	851	1 
310	478	2 
311	632	4 
311	676	3 
311	313	4 
311	343	3 
311	606	0 
311	386	4 
311	831	5 
311	631	2 
312	856	0 
312	330	2 
313	606	5 
313	634	1 
313	447	1 
313	338	4 
313	477	3 
314	76	2 
314	906	0 
314	415	2 
315	396	2 
315	17	0 
315	700	4 
315	331	5 
315	38	2 
315	317	5 
315	258	2 
316	660	0 
316	475	1 
316	684	3 
316	908	2 
316	130	1 
316	255	2 
317	647	2 
317	383	2 
317	633	1 
317	574	5 
317	313	0 
318	710	0 
318	491	0 
318	703	0 
318	448	5 
318	622	0 
318	686	5 
318	467	5 
318	156	0 
318	190	1 
319	24	1 
319	194	5 
319	689	4 
319	87	5 
320	560	4 
320	42	1 
320	532	2 
320	243	2 
320	466	5 
321	607	3 
321	510	1 
321	521	4 
322	366	3 
322	867	5 
322	644	0 
322	249	3 
322	426	0 
323	764	5 
323	251	5 
323	481	2 
323	244	1 
324	481	3 
324	497	5 
324	517	4 
324	462	5 
324	907	0 
324	556	1 
325	48	5 
325	460	1 
325	593	3 
325	359	5 
325	468	2 
326	522	5 
326	552	2 
326	177	3 
327	150	4 
327	878	0 
327	821	5 
327	595	2 
327	907	4 
327	624	2 
328	916	1 
328	313	4 
328	476	2 
328	489	2 
328	263	1 
328	481	4 
329	817	5 
329	220	2 
329	317	1 
329	1	1 
329	393	4 
329	807	0 
330	401	4 
330	675	5 
330	603	3 
330	890	4 
330	377	3 
330	95	1 
331	659	1 
331	608	4 
331	675	0 
331	427	2 
331	780	0 
331	730	1 
332	169	1 
332	369	5 
332	659	0 
332	68	4 
332	60	0 
333	491	2 
333	778	2 
333	572	4 
334	777	0 
334	704	2 
334	839	2 
334	123	5 
334	428	3 
335	30	0 
335	256	1 
335	441	4 
335	560	2 
335	674	5 
335	268	2 
335	220	3 
335	288	1 
335	43	1 
335	656	1 
336	105	5 
336	782	0 
336	542	4 
336	184	5 
337	365	5 
337	60	1 
337	343	3 
337	508	4 
337	910	4 
337	466	3 
337	523	1 
337	412	4 
337	854	4 
338	463	3 
338	462	1 
338	584	5 
339	887	3 
340	851	2 
340	258	2 
341	423	0 
341	299	4 
341	547	3 
341	602	0 
341	90	3 
341	299	2 
341	457	5 
341	52	5 
342	707	3 
342	496	1 
342	672	5 
342	303	0 
343	384	2 
343	125	0 
343	259	4 
343	734	3 
343	796	2 
344	556	2 
344	559	4 
344	7	5 
344	74	0 
